@relation NewRelation
@attribute Field_000 numeric
@attribute Field_001 numeric
@attribute Field_002 numeric
@attribute Field_003 numeric
@attribute Field_004 numeric
@attribute Field_005 numeric
@attribute Field_006 numeric
@attribute Field_007 numeric
@attribute Field_008 numeric
@attribute Field_009 numeric
@attribute Field_010 numeric
@attribute Field_011 numeric
@attribute Field_012 numeric
@attribute Field_013 numeric
@attribute Field_014 numeric
@attribute Field_015 numeric
@attribute Field_016 numeric
@attribute Field_017 numeric
@attribute Field_018 numeric
@attribute Field_019 numeric
@attribute Field_020 numeric
@attribute Field_021 numeric
@attribute Field_022 numeric
@attribute Field_023 numeric
@attribute Field_024 numeric
@attribute Field_025 numeric
@attribute Field_026 numeric
@attribute Field_027 numeric
@attribute Field_028 numeric
@attribute Field_029 numeric
@attribute Field_030 numeric
@attribute Field_031 numeric
@attribute Field_032 numeric
@attribute Field_033 numeric
@attribute Field_034 numeric
@attribute Field_035 numeric
@attribute Field_036 numeric
@attribute Field_037 numeric
@attribute Field_038 numeric
@attribute Field_039 numeric
@attribute Field_040 numeric
@attribute Field_041 numeric
@attribute Field_042 numeric
@attribute Field_043 numeric
@attribute Field_044 numeric
@attribute Field_045 numeric
@attribute Field_046 numeric
@attribute Field_047 numeric
@attribute Field_048 numeric
@attribute Field_049 numeric
@attribute Field_050 numeric
@attribute Field_051 numeric
@attribute Field_052 numeric
@attribute Field_053 numeric
@attribute Field_054 numeric
@attribute Field_055 numeric
@attribute Field_056 numeric
@attribute Field_057 numeric
@attribute Field_058 numeric
@attribute Field_059 numeric
@attribute Field_060 numeric
@attribute Field_061 numeric
@attribute Field_062 numeric
@attribute Field_063 numeric
@attribute Field_064 numeric
@attribute Field_065 numeric
@attribute Field_066 numeric
@attribute Field_067 numeric
@attribute Field_068 numeric
@attribute Field_069 numeric
@attribute Field_070 numeric
@attribute Field_071 numeric
@attribute Field_072 numeric
@attribute Field_073 numeric
@attribute Field_074 numeric
@attribute Field_075 numeric
@attribute Field_076 numeric
@attribute Field_077 numeric
@attribute Field_078 numeric
@attribute Field_079 numeric
@attribute Field_080 numeric
@attribute Field_081 numeric
@attribute Field_082 numeric
@attribute Field_083 numeric
@attribute Field_084 numeric
@attribute Field_085 numeric
@attribute Field_086 numeric
@attribute Field_087 numeric
@attribute Field_088 numeric
@attribute Field_089 numeric
@attribute Field_090 numeric
@attribute Field_091 numeric
@attribute Field_092 numeric
@attribute Field_093 numeric
@attribute Field_094 numeric
@attribute Field_095 numeric
@attribute Field_096 numeric
@attribute Field_097 numeric
@attribute Field_098 numeric
@attribute Field_099 numeric
@attribute Field_100 numeric
@attribute Field_101 numeric
@attribute Field_102 numeric
@attribute Field_103 numeric
@attribute Field_104 numeric
@attribute Field_105 numeric
@attribute Field_106 numeric
@attribute Field_107 numeric
@attribute Field_108 numeric
@attribute Field_109 numeric
@attribute Field_110 numeric
@attribute Field_111 numeric
@attribute Field_112 numeric
@attribute Field_113 numeric
@attribute Field_114 numeric
@attribute Field_115 numeric
@attribute Field_116 numeric
@attribute Field_117 numeric
@attribute Field_118 numeric
@attribute Field_119 numeric
@attribute Field_120 numeric
@attribute Field_121 numeric
@attribute Field_122 numeric
@attribute Field_123 numeric
@attribute Field_124 numeric
@attribute Field_125 numeric
@attribute Field_126 numeric
@attribute Field_127 numeric
@attribute Field_128 numeric
@attribute Field_129 numeric
@attribute Field_130 numeric
@attribute Field_131 numeric
@attribute Field_132 numeric
@attribute Field_133 numeric
@attribute Field_134 numeric
@attribute Field_135 numeric
@attribute Field_136 numeric
@attribute Field_137 numeric
@attribute Field_138 numeric
@attribute Field_139 numeric
@attribute Field_140 numeric
@attribute Field_141 numeric
@attribute Field_142 numeric
@attribute Field_143 numeric
@attribute Field_144 numeric
@attribute Field_145 numeric
@attribute Field_146 numeric
@attribute Field_147 numeric
@attribute Field_148 numeric
@attribute Field_149 numeric
@attribute Field_150 numeric
@attribute Field_151 numeric
@attribute Field_152 numeric
@attribute Field_153 numeric
@attribute Field_154 numeric
@attribute Field_155 numeric
@attribute Field_156 numeric
@attribute Field_157 numeric
@attribute Field_158 numeric
@attribute Field_159 numeric
@attribute Field_160 numeric
@attribute Field_161 numeric
@attribute Field_162 numeric
@attribute Field_163 numeric
@attribute Field_164 numeric
@attribute Field_165 numeric
@attribute Field_166 numeric
@attribute Field_167 numeric
@attribute Field_168 numeric
@attribute Field_169 numeric
@attribute Field_170 numeric
@attribute Field_171 numeric
@attribute Field_172 numeric
@attribute Field_173 numeric
@attribute Field_174 numeric
@attribute Field_175 numeric
@attribute Field_176 numeric
@attribute Field_177 numeric
@attribute Field_178 numeric
@attribute Field_179 numeric
@attribute Field_180 numeric
@attribute Field_181 numeric
@attribute Field_182 numeric
@attribute Field_183 numeric
@attribute Field_184 numeric
@attribute Field_185 numeric
@attribute Field_186 numeric
@attribute Field_187 numeric
@attribute Field_188 numeric
@attribute Field_189 numeric
@attribute Field_190 numeric
@attribute Field_191 numeric
@attribute Field_192 numeric
@attribute Field_193 numeric
@attribute Field_194 numeric
@attribute Field_195 numeric
@attribute Field_196 numeric
@attribute Field_197 numeric
@attribute Field_198 numeric
@attribute Field_199 numeric
@attribute Field_200 numeric
@attribute Field_201 numeric
@attribute Field_202 numeric
@attribute Field_203 numeric
@attribute Field_204 numeric
@attribute Field_205 numeric
@attribute Field_206 numeric
@attribute Field_207 numeric
@attribute Field_208 numeric
@attribute Field_209 numeric
@attribute Field_210 numeric
@attribute Field_211 numeric
@attribute Field_212 numeric
@attribute Field_213 numeric
@attribute Field_214 numeric
@attribute Field_215 numeric
@attribute Field_216 numeric
@attribute Field_217 numeric
@attribute Field_218 numeric
@attribute Field_219 numeric
@attribute Field_220 numeric
@attribute Field_221 numeric
@attribute Field_222 numeric
@attribute Field_223 numeric
@attribute Field_224 numeric
@attribute Field_225 numeric
@attribute Field_226 numeric
@attribute Field_227 numeric
@attribute Field_228 numeric
@attribute Field_229 numeric
@attribute Field_230 numeric
@attribute Field_231 numeric
@attribute Field_232 numeric
@attribute Field_233 numeric
@attribute Field_234 numeric
@attribute Field_235 numeric
@attribute Field_236 numeric
@attribute Field_237 numeric
@attribute Field_238 numeric
@attribute Field_239 numeric
@attribute Field_240 numeric
@attribute Field_241 numeric
@attribute Field_242 numeric
@attribute Field_243 numeric
@attribute Field_244 numeric
@attribute Field_245 numeric
@attribute Field_246 numeric
@attribute Field_247 numeric
@attribute Field_248 numeric
@attribute Field_249 numeric
@attribute Field_250 numeric
@attribute Field_251 numeric
@attribute Field_252 numeric
@attribute Field_253 numeric
@attribute Field_254 numeric
@attribute Field_255 numeric
@attribute Field_256 numeric
@attribute Field_257 numeric
@attribute Field_258 numeric
@attribute Field_259 numeric
@attribute Field_260 numeric
@attribute Field_261 numeric
@attribute Field_262 numeric
@attribute Field_263 numeric
@attribute Field_264 numeric
@attribute Field_265 numeric
@attribute Field_266 numeric
@attribute Field_267 numeric
@attribute Field_268 numeric
@attribute Field_269 numeric
@attribute Field_270 numeric
@attribute Field_271 numeric
@attribute Field_272 numeric
@attribute Field_273 numeric
@attribute Field_274 numeric
@attribute Field_275 numeric
@attribute Field_276 numeric
@attribute Field_277 numeric
@attribute Field_278 numeric
@attribute Field_279 numeric
@attribute Field_280 numeric
@attribute Field_281 numeric
@attribute Field_282 numeric
@attribute Field_283 numeric
@attribute Field_284 numeric
@attribute Field_285 numeric
@attribute Field_286 numeric
@attribute Field_287 numeric
@attribute Field_288 numeric
@attribute Field_289 numeric
@attribute Field_290 numeric
@attribute Field_291 numeric
@attribute class {0,1,2,3,4,5,6,7,8,9}
@data
76,164,539,656,578,657,1,4,5,4,3,4,259,451,620,629,589,1026,6,25,26,15,5,18,323,457,665,570,958,737,37,25,16,9,17,11,321,515,649,699,787,936,25,29,26,10,17,10,332,550,627,725,879,756,38,29,16,11,18,11,326,512,474,719,1000,736,37,23,3,11,17,9,326,464,717,496,648,1096,12,33,26,12,17,13,346,326,650,461,656,938,9,33,19,19,10,13,387,375,801,603,726,1020,19,12,18,14,11,8,425,363,495,803,925,769,29,25,22,7,12,9,348,364,403,658,843,751,28,28,2,9,12,15,276,220,580,697,614,777,10,11,13,10,4,10,234,222,600,691,682,709,8,9,15,13,5,15,308,386,620,561,690,1004,17,26,11,11,17,10,320,382,537,602,908,780,20,22,8,8,18,11,446,422,619,883,1135,625,28,8,16,4,14,10,362,360,892,714,580,1232,5,11,18,12,14,4,291,367,498,577,619,692,17,33,20,13,17,12,0.08686718,0.17166818,0.14581847,0.24073994,0.56069808,0.03829524,0.40723979,0.14599468,0.34482617,0.10821511,0.05501556,0.20530968,0.10507658,0.30235567,0.17410972,0.0172072,0.15788736,0.0881505,0.02971844,0.10000215,0.0506602,0.09626765,0.06168762,0.16000745,0.09296789,0.01385496,0.1072186,0.0745197,0.03737434,0.08780397,0.05362923,0.06174989,0.03017839,0.09585722,0.06206188,0.01418094,0.08690967,0.06118979,0.03421488,0.07355336,0.05301259,0.04897925,0.02638376,0.0917618,0.03764554,0.04869184,0.04509114,0.10398731,0.04749579,0.08838754,0.04125398,0.05617622,0.03633501,0.07600885,0.04261237,0.13840338,0.04450593,0.10837928,0.02575834,0.07166925,0.02597137,0.13108041,0.01007751,0.2127819,0.02802716,0.16626384,0.05531955,0.04969384,0.03947293,0.23058743,0.0415736,0.34762525,0.02065116,0.43604038,0.11143377,0.31895451,0
120,116,602,663,578,634,3,3,1,1,2,4,259,409,657,646,603,1003,2,24,30,12,4,16,343,473,702,647,992,714,33,26,20,12,14,9,413,505,700,724,799,913,27,28,30,11,16,12,366,562,684,770,903,733,34,28,20,12,15,9,342,468,529,794,1034,713,33,24,7,14,14,11,340,466,764,553,678,1073,8,32,30,11,14,15,338,332,699,492,694,915,5,32,23,16,7,11,375,357,838,600,716,997,21,9,22,11,10,6,391,353,576,878,957,726,25,26,16,4,11,11,332,354,450,733,877,728,24,31,2,8,9,13,300,184,661,704,650,754,12,10,13,9,1,10,312,188,665,688,716,686,10,10,13,10,2,13,324,416,635,614,722,981,13,25,15,12,14,8,320,414,594,685,946,757,16,23,12,7,15,13,448,430,690,968,1169,586,24,9,12,3,13,12,432,386,917,717,572,1209,9,10,22,13,13,2,223,379,559,552,601,645,13,36,10,14,16,10,0.02825633,0.15766661,0.09636932,0.30994908,0.51278606,0.02059093,0.41902851,0.02871637,0.4185505,0.15572764,0.03423784,0.14194524,0.06068626,0.32835613,0.1215666,0.03479305,0.18856606,0.05866807,0.06730726,0.13433757,0.02432724,0.02919998,0.03103613,0.16908816,0.02466331,0.03805018,0.14043797,0.03367698,0.07172285,0.10366048,0.00736275,0.01844482,0.06250239,0.1328316,0.02276579,0.04496992,0.09926793,0.00484295,0.0649408,0.06975779,0.00891887,0.04243024,0.05869352,0.09405817,0.03715905,0.02763266,0.04953778,0.06442661,0.02845377,0.0861362,0.02773665,0.03652607,0.03432579,0.01431773,0.04830211,0.09329643,0.01546601,0.11986189,0.05176731,0.0533354,0.04357633,0.05326562,0.0625513,0.18357779,0.01628141,0.17091084,0.05582659,0.04107253,0.05003751,0.17797104,0.07606423,0.3511269,0.01644408,0.42637992,0.10641269,0.38178859,0
114,226,611,713,566,605,8,6,10,3,0,3,175,333,592,652,569,942,3,27,21,14,4,13,235,361,685,577,892,677,28,23,11,10,14,12,353,395,673,742,751,878,32,23,21,9,12,9,292,376,655,752,839,696,29,27,11,10,13,6,224,322,470,712,926,660,28,21,2,12,14,10,218,300,685,543,602,1012,3,35,21,11,14,12,256,228,628,520,584,854,0,29,14,14,7,10,355,315,769,672,712,938,20,16,13,13,10,11,339,297,597,786,873,735,20,19,27,6,9,10,244,262,461,659,779,667,19,28,7,8,9,16,264,174,682,750,558,693,17,9,8,7,1,11,250,188,678,760,608,627,13,19,10,12,2,10,236,208,570,580,646,920,8,28,6,10,14,5,240,210,527,575,834,700,11,20,3,3,15,8,392,392,695,868,1065,587,19,16,21,3,11,9,388,376,858,769,570,1148,14,15,13,11,11,3,235,209,598,642,627,666,16,31,23,10,16,11,0.0269364,0.25979925,0.07047375,0.16876434,0.50945569,0.02399141,0.44676786,0.09187494,0.36270825,0.16545918,0.05358655,0.17124515,0.0301285,0.30905119,0.12488221,0.03676028,0.19621974,0.04588589,0.0453387,0.15007254,0.06545251,0.0664886,0.06763342,0.14743571,0.03955216,0.05971601,0.13459163,0.08022682,0.04283808,0.11721512,0.06834694,0.03426104,0.0806756,0.07970883,0.01422763,0.07491062,0.07756522,0.05434559,0.05860585,0.07572185,0.05467129,0.0271909,0.1004077,0.04187162,0.06263215,0.01944371,0.04623751,0.05533204,0.05360323,0.09470518,0.03346641,0.02597456,0.051588,0.00322667,0.04719175,0.10400552,0.05377207,0.13498415,0.02967629,0.02413871,0.03653499,0.06028448,0.02774316,0.19640967,0.01967063,0.19168783,0.03606737,0.05158787,0.0179876,0.18094815,0.04236418,0.37749206,0.01068579,0.47019932,0.00562823,0.34319778,0
86,122,591,637,617,669,0,5,6,3,3,5,261,445,702,594,668,1032,5,22,37,12,5,19,351,521,681,635,1031,747,36,28,27,12,17,12,309,597,709,724,818,942,24,30,37,9,17,11,296,632,687,772,934,766,37,30,27,10,16,12,336,510,556,804,1075,752,36,26,14,14,17,10,336,524,799,567,741,1102,11,30,37,9,17,16,346,368,732,476,769,944,8,30,30,16,10,14,403,387,857,566,735,1026,18,7,29,9,9,7,421,395,537,852,1012,757,28,24,23,4,10,10,368,354,485,733,930,771,27,29,9,10,12,16,268,238,622,660,721,783,9,8,10,11,4,11,232,238,636,654,763,729,7,8,12,10,5,16,336,438,702,632,793,1020,16,23,22,10,17,11,336,438,611,691,1017,796,19,25,19,9,18,12,414,358,667,962,1230,623,27,7,5,3,12,11,388,388,974,703,611,1238,6,8,29,11,12,5,293,415,518,508,596,678,16,36,17,16,15,13,0.02589628,0.16442533,0.04485287,0.3591524,0.57476733,0.02321302,0.3966014,0.05953905,0.36704329,0.09697298,0.01134487,0.24804918,0.04061751,0.35458428,0.1938134,0.00946005,0.14506083,0.00208767,0.0951761,0.09224136,0.01977541,0.15929495,0.01657093,0.20696091,0.11832152,0.01553187,0.09617605,0.01395505,0.11349101,0.08475984,0.03243203,0.104854,0.00841339,0.13186083,0.08566971,0.03335943,0.09296667,0.03834531,0.08677337,0.07510494,0.03401034,0.09239892,0.01834415,0.11941604,0.03813214,0.05855727,0.05675616,0.09192237,0.02838319,0.10381312,0.03931041,0.01642051,0.03323481,0.06314888,0.04521673,0.14192992,0.01948599,0.11967476,0.03497274,0.0261329,0.03479331,0.0992767,0.02424891,0.17629706,0.02150967,0.16932107,0.04311498,0.05434887,0.02789159,0.17061155,0.04750149,0.30705313,0.02519294,0.39244674,0.04995815,0.43200752,0
186,220,535,704,618,682,3,6,3,9,3,5,265,461,624,643,653,1023,8,21,28,10,5,15,281,475,659,698,1050,760,39,29,22,14,17,8,241,563,659,785,845,919,27,31,34,11,13,13,224,572,631,837,961,779,40,31,22,10,14,8,218,468,494,859,1092,767,39,27,9,16,15,6,218,442,733,624,732,1091,14,29,28,7,15,10,288,290,658,533,748,949,11,31,27,14,10,12,357,369,809,639,754,1029,21,8,28,9,9,13,347,415,485,883,1015,758,31,23,14,10,8,6,288,308,401,798,935,786,30,30,6,16,12,12,210,264,570,721,706,794,12,7,15,17,4,7,254,242,594,727,774,744,10,7,15,8,5,12,308,340,628,687,776,1033,19,22,21,6,17,7,298,352,553,734,1000,809,22,26,16,13,18,6,312,330,621,1007,1227,634,30,8,14,9,8,5,360,270,890,766,612,1239,3,7,24,7,8,5,343,377,484,557,635,651,19,35,8,14,15,13,0.08843069,0.08602162,0.11931249,0.38003349,0.58077278,0.03370665,0.39100961,0.05227246,0.35807703,0.08207685,0.06199626,0.27876435,0.04096223,0.33985045,0.19635742,0.08393099,0.12491091,0.07420007,0.11704246,0.05803622,0.05722368,0.18045462,0.07022627,0.15575485,0.10787986,0.10780783,0.06295791,0.0776596,0.12648056,0.04194003,0.05233726,0.1115878,0.08279798,0.07799817,0.04932823,0.12085948,0.04360059,0.06145446,0.07846454,0.05170117,0.06208736,0.04957439,0.10522546,0.06016175,0.12463185,0.00232565,0.03389859,0.0821401,0.02912873,0.05187964,0.13347445,0.0269836,0.13947674,0.04297814,0.03856404,0.04527138,0.02365118,0.04556796,0.13847372,0.06788813,0.14399058,0.09641054,0.06351909,0.08037061,0.02755587,0.09240442,0.15495971,0.03959672,0.12849021,0.19111448,0.14226222,0.28129299,0.04125442,0.37416403,0.13201154,0.42353185,0
149,163,604,563,620,689,4,11,5,5,5,4,254,468,645,546,663,1052,1,22,36,12,7,18,284,494,670,561,1050,765,32,28,26,12,19,11,256,602,712,644,845,964,28,36,36,9,13,10,233,607,690,692,961,784,33,36,26,8,12,11,227,479,519,730,1092,762,32,26,13,14,17,9,241,481,746,493,742,1122,7,30,36,9,15,13,293,351,683,402,760,964,4,28,29,16,12,13,378,386,806,494,744,1046,20,7,28,9,7,12,340,380,560,798,1015,789,24,24,22,8,10,9,287,331,418,659,937,777,23,27,8,12,14,15,253,243,645,594,718,803,13,10,9,11,6,10,263,209,647,582,778,735,11,8,11,10,7,15,297,433,627,552,786,1030,12,23,21,8,19,10,283,433,590,621,1010,806,15,25,18,7,18,7,331,297,684,890,1231,647,23,7,6,3,8,8,377,309,905,627,612,1258,10,8,28,7,8,4,276,444,535,452,623,710,12,36,16,14,13,12,0.03588545,0.16208077,0.12481347,0.34777051,0.56342856,0.02617145,0.37914482,0.05738596,0.35842981,0.12336559,0.01981493,0.26519236,0.06042103,0.35417935,0.2081936,0.05500158,0.14639379,0.00781663,0.11234608,0.10694589,0.03480581,0.18837206,0.06547109,0.18482214,0.14057972,0.06702713,0.09681441,0.03965439,0.13965607,0.08362211,0.06549145,0.15000872,0.06273006,0.11214785,0.10761743,0.05766766,0.06733626,0.07670601,0.13343364,0.05942702,0.07222414,0.13355622,0.07483121,0.07292966,0.02466815,0.02554228,0.03478152,0.0790214,0.03172127,0.08478078,0.01433004,0.03506028,0.02935377,0.05189972,0.03509703,0.10774068,0.02258645,0.11366141,0.00873025,0.04315073,0.02707198,0.09210264,0.04517794,0.13176059,0.01545619,0.18094508,0.03853143,0.05186173,0.03112983,0.13917901,0.07456187,0.24792231,0.03126348,0.39100971,0.14307685,0.39832675,0
149,165,612,655,546,601,13,6,5,2,4,3,238,330,607,622,553,918,8,21,26,13,4,13,292,372,694,597,922,669,23,29,16,11,14,12,426,404,708,708,747,866,29,29,26,8,16,9,361,435,682,744,843,694,24,25,16,9,17,6,305,379,501,746,964,654,23,27,3,13,14,10,309,361,712,515,618,990,2,29,26,10,14,12,337,325,645,462,626,830,5,31,19,17,7,10,406,290,794,600,686,916,21,12,20,12,12,11,374,280,586,828,889,725,15,23,14,5,13,10,313,303,442,685,807,653,14,30,2,9,9,16,307,155,671,688,578,669,12,15,13,10,3,11,329,187,671,688,646,617,8,13,15,11,2,10,279,329,591,584,660,904,3,22,13,9,14,5,267,329,560,631,878,690,6,26,8,8,15,8,421,401,704,910,1099,587,14,12,16,2,15,9,455,399,869,713,542,1126,19,11,18,10,15,3,232,338,565,532,575,660,21,35,12,15,16,11,0.04081077,0.10016386,0.06359166,0.40924666,0.55464112,0.01214833,0.38181898,0.1020211,0.40891792,0.13422871,0.0524703,0.240394,0.03193585,0.36739585,0.20350312,0.02985259,0.13788637,0.06610879,0.08847333,0.11612174,0.06415581,0.13727271,0.02642603,0.15423519,0.13932863,0.05240764,0.10792963,0.09382777,0.0743087,0.09206132,0.08764899,0.12075057,0.05188356,0.10649493,0.11286683,0.04727099,0.06559305,0.10418453,0.08282844,0.06940426,0.0959356,0.0978358,0.03228738,0.05637637,0.06478043,0.09550824,0.04317351,0.10009188,0.05505683,0.10943712,0.04419862,0.06594021,0.0557615,0.10831162,0.05618428,0.14232494,0.04706562,0.14941631,0.03980407,0.047937,0.03785534,0.10941079,0.05885108,0.18227573,0.02850816,0.18815816,0.02453752,0.07327218,0.0166812,0.1662326,0.02321982,0.2439139,0.02301518,0.39440309,0.01272953,0.41718892,0
145,151,622,616,612,656,7,5,1,7,2,4,206,378,669,549,655,1021,4,24,30,10,4,18,280,440,646,604,998,736,29,26,24,12,16,13,254,506,744,691,777,931,31,30,36,11,14,8,217,509,718,747,889,755,36,30,24,12,13,11,231,373,561,775,1044,741,31,24,11,14,16,11,211,393,788,542,740,1091,12,32,30,7,16,13,263,253,713,437,764,933,9,32,29,14,9,13,294,316,790,545,716,1015,17,9,30,7,10,8,342,334,572,793,987,744,31,24,16,10,7,11,289,257,442,706,911,760,28,29,8,14,11,17,309,171,657,637,720,772,16,10,13,13,3,12,247,141,647,633,756,718,14,10,13,8,4,15,275,319,645,601,784,1007,17,25,23,6,16,10,295,317,632,652,1006,783,22,23,18,11,17,11,363,321,704,925,1205,608,28,7,12,5,9,10,309,293,917,676,604,1227,13,10,26,5,9,4,262,386,535,467,589,663,15,34,10,16,16,12,0.0639868,0.16255007,0.05651908,0.28641445,0.60149026,0.03203169,0.40124466,0.06788076,0.3069207,0.05617083,0.07270714,0.33002787,0.05938695,0.38397525,0.20471969,0.05785246,0.05970176,0.07428419,0.19669072,0.05025766,0.06389638,0.18171958,0.06886381,0.12372776,0.12276841,0.05235787,0.03235818,0.06864269,0.19539345,0.04590066,0.06180634,0.09677774,0.07230066,0.07936978,0.0818153,0.04716344,0.05731725,0.07917178,0.07824485,0.04630418,0.05373455,0.05534924,0.05326778,0.08484449,0.02528624,0.08226868,0.04222303,0.09346346,0.05603396,0.07903041,0.04898612,0.07853991,0.0329364,0.09984277,0.02306111,0.1175987,0.04550609,0.09546404,0.05478489,0.06283647,0.02888536,0.12723877,0.02965431,0.15538571,0.02967333,0.1504341,0.04494158,0.07787191,0.03677842,0.2110978,0.01393137,0.40494536,0.03364831,0.43133458,0.07069334,0.44855557,0
169,135,642,610,590,646,11,9,2,4,2,2,166,372,725,553,617,1001,6,18,31,13,4,16,244,416,652,606,948,724,25,32,25,11,16,11,356,478,752,693,741,911,35,32,37,8,16,10,295,491,730,739,849,743,38,30,25,7,15,9,239,363,587,763,994,731,33,30,12,13,16,9,207,385,822,526,716,1071,14,26,31,10,16,15,243,287,759,441,736,919,11,26,30,15,9,11,256,318,816,545,676,999,13,7,31,10,10,8,414,288,600,811,937,728,33,20,17,7,9,9,263,237,498,698,861,750,30,25,9,11,11,15,297,121,685,631,692,760,20,10,12,10,3,10,281,163,665,633,712,708,16,10,12,11,4,13,231,315,693,589,746,997,19,19,24,9,16,8,289,313,646,656,964,773,24,29,19,4,17,11,455,301,726,929,1155,598,30,11,11,2,11,10,297,351,969,674,578,1215,17,6,27,8,11,2,212,368,555,465,555,643,19,32,11,11,16,10,0.07754809,0.20464079,0.16871517,0.22204002,0.6023171,0.02575713,0.42093378,0.13741954,0.30008143,0.07607574,0.03788331,0.28975629,0.06237432,0.3622548,0.24477449,0.04086308,0.10662735,0.06587869,0.13475044,0.05676615,0.03530582,0.19442658,0.02119092,0.16497361,0.17573455,0.05805191,0.06871351,0.04898978,0.15672466,0.05290365,0.03649258,0.16385378,0.05948375,0.08801912,0.13008956,0.06287738,0.05342027,0.03165988,0.15755157,0.06791427,0.04605098,0.12584803,0.07010889,0.06608921,0.04482661,0.11019847,0.04382388,0.09179935,0.05606219,0.06707793,0.05004235,0.11516762,0.05214022,0.14564432,0.02605629,0.12317791,0.04250098,0.08533961,0.06327529,0.07923898,0.04642532,0.1719974,0.01089545,0.14275445,0.03070358,0.13271865,0.07123119,0.075044,0.04982469,0.24325759,0.0716329,0.31522115,0.03701477,0.41218453,0.12418352,0.34171509,0
158,166,572,718,614,648,1,8,10,5,3,4,219,449,657,643,663,965,4,19,23,12,5,12,241,403,696,686,1042,716,35,31,33,12,17,11,277,495,678,799,837,853,25,31,39,9,13,10,228,516,658,853,953,731,36,31,33,8,14,7,192,450,513,863,1084,739,35,29,20,14,17,9,202,420,752,636,736,1029,10,27,39,9,17,13,258,302,687,525,760,895,7,27,38,16,10,11,349,373,834,659,738,977,19,6,39,9,9,12,329,325,532,857,1013,716,27,21,9,8,8,9,234,292,442,794,933,758,26,26,17,12,12,15,226,192,617,733,712,752,10,7,20,13,4,10,274,214,635,747,766,716,8,9,20,10,5,11,264,344,655,705,788,997,15,20,32,8,17,8,244,354,568,702,1012,777,18,28,27,11,18,9,328,258,654,981,1229,608,26,10,19,5,10,8,372,322,929,788,608,1173,7,5,35,7,10,4,291,409,523,571,617,595,15,33,11,16,15,12,0.01284815,0.20616186,0.01777636,0.285733,0.58105822,0.0485343,0.44197823,0.0313771,0.33689039,0.09237016,0.02510714,0.23891707,0.04184716,0.32718968,0.21054652,0.05548212,0.14979792,0.04285187,0.05972679,0.07611196,0.05267335,0.1500315,0.0802162,0.20577268,0.14121671,0.07218491,0.10262428,0.0429642,0.11269727,0.05845791,0.06336224,0.12843625,0.09201665,0.1055789,0.11104002,0.07339341,0.06193411,0.05886254,0.10062252,0.05586462,0.07278596,0.10978851,0.0917516,0.0681231,0.05732524,0.08774617,0.0664766,0.09890966,0.06468236,0.07465894,0.03730053,0.09458566,0.05916486,0.11988895,0.05306758,0.11082145,0.05757601,0.08816499,0.03382585,0.09268566,0.04411156,0.15256923,0.05990728,0.18091469,0.0529147,0.1423044,0.02820517,0.12702738,0.02427593,0.23865589,0.02669261,0.35763052,0.04049369,0.39596413,0.01879648,0.38723211,0
86,110,620,614,589,682,1,4,0,4,3,3,305,397,631,597,630,1001,6,25,31,13,5,15,361,477,688,646,1027,750,37,25,21,15,17,12,301,551,730,677,822,951,25,27,31,12,13,9,310,550,702,747,938,773,38,29,21,13,12,8,306,466,529,787,1069,731,37,23,8,13,17,10,306,450,748,544,709,1061,12,33,31,12,17,12,352,328,675,493,725,913,9,35,24,17,10,10,409,325,814,555,721,1001,19,12,23,12,9,11,317,383,582,863,992,792,29,27,17,5,8,10,298,318,432,728,912,728,28,30,3,11,12,16,266,204,667,651,683,744,10,11,12,12,4,11,288,188,677,643,751,694,8,11,12,11,5,12,354,382,613,599,753,979,17,26,16,13,17,7,340,384,598,692,977,773,20,22,13,10,18,8,382,406,710,969,1204,654,28,10,11,4,10,9,392,334,889,672,581,1205,5,11,23,14,10,3,251,377,569,513,600,717,17,35,13,15,15,11,0.08253949,0.12191893,0.20308899,0.31491978,0.56082503,0.01555724,0.40510895,0.17506307,0.3747727,0.09237175,0.16816748,0.20961658,0.09053484,0.28864524,0.16342934,0.00979105,0.10737915,0.18657581,0.04348099,0.05248423,0.17745383,0.08378966,0.07273102,0.06167269,0.05171534,0.01825926,0.05210223,0.20797429,0.02801104,0.04669971,0.15107168,0.03242126,0.01233233,0.07607796,0.02428694,0.02917395,0.07746804,0.13472491,0.04218859,0.06564441,0.08771384,0.05723938,0.03262425,0.122551,0.0226108,0.04460119,0.06250579,0.03972459,0.10719628,0.03645807,0.02809052,0.074557,0.02300055,0.01217481,0.13121363,0.02877152,0.14997126,0.05453582,0.0573253,0.0203452,0.01787322,0.06389765,0.11971946,0.08555018,0.12515773,0.10215586,0.15507785,0.11171227,0.07822977,0.22608189,0.17345483,0.34986209,0.08163023,0.37696811,0.07949151,0.37429004,0
